  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    43740.00        281       -25.28742          -0.4507247E-05       -433.6004    
    43740.00        433       -29.77469          -0.1966236E-05       -433.6605    
    43740.00        619       -38.62317          -0.2135142E-05       -433.6848    
    43920.00         38        9.242769          -0.1650000E-09       -435.5027    
    43920.00        105        10.28229          -0.1409948E-09       -435.4780    
    43920.00        281       -20.51702          -0.4507247E-05       -435.3991    
    43920.00        433       -34.23409          -0.1966236E-05       -435.4601    
    43920.00        619       -48.22756          -0.2135142E-05       -435.4845    
    44100.00         38       -1.818265          -0.1650000E-09       -437.3028    
    44100.00        105       -2.714414          -0.1409948E-09       -437.2777    
    44100.00        281       -24.72874          -0.4507247E-05       -437.1978    
    44100.00        433       -29.31050          -0.1966236E-05       -437.2596    
    44100.00        619       -38.70671          -0.2135142E-05       -437.2843    
    44280.00         38        9.192933          -0.1650000E-09       -439.1028    
    44280.00        105        9.946461          -0.1409948E-09       -439.0775    
    44280.00        281       -21.47280          -0.4507247E-05       -438.9964    
    44280.00        433       -35.21076          -0.1966236E-05       -439.0591    
    44280.00        619       -48.82067          -0.2135142E-05       -439.0841    
    44460.00         38       -1.768525          -0.1650000E-09       -440.9028    
    44460.00        105       -2.382814          -0.1409948E-09       -440.8772    
    44460.00        281       -24.23971          -0.4507247E-05       -440.7951    
    44460.00        433       -28.98132          -0.1966236E-05       -440.8586    
    44460.00        619       -38.97073          -0.2135142E-05       -440.8839    
    44640.00         38        9.143282          -0.1650000E-09       -442.7028    
    44640.00        105        9.619034          -0.1409948E-09       -442.6770    
    44640.00        281       -22.36088          -0.4507247E-05       -442.5937    
    44640.00        433       -36.05887          -0.1966236E-05       -442.6581    
    44640.00        619       -49.24790          -0.2135142E-05       -442.6837    
    44820.00         38       -1.718971          -0.1650000E-09       -444.5028    
    44820.00        105       -2.059542          -0.1409948E-09       -444.4767    
    44820.00        281       -23.81645          -0.4507247E-05       -444.3923    
    44820.00        433       -28.77447          -0.1966236E-05       -444.4576    
    44820.00        619       -39.38676          -0.2135142E-05       -444.4835    
    45000.00         38        9.093818          -0.1650000E-09       -446.3029    
    45000.00        105        9.299863          -0.1409948E-09       -446.2765    
    45000.00        281       -23.18507          -0.4507247E-05       -446.1909    
    45000.00        433       -36.79065          -0.1966236E-05       -446.2572    
    45000.00        619       -49.53627          -0.2135142E-05       -446.2832    
    45180.00         38       -1.669603          -0.1650000E-09       -448.1028    
    45180.00        105       -1.744456          -0.1409948E-09       -448.0762    
    45180.00        281       -23.45521          -0.4507247E-05       -447.9895    
    45180.00        433       -28.67812          -0.1966236E-05       -448.0567    
    45180.00        619       -39.92918          -0.2135142E-05       -448.0829    
    45360.00         38        9.044540          -0.1650000E-09       -449.9029    
    45360.00        105        8.988809          -0.1409948E-09       -449.8759    
    45360.00        281       -23.94903          -0.4507247E-05       -449.7881    
    45360.00        433       -37.41754          -0.1966236E-05       -449.8562    
    45360.00        619       -49.71001          -0.2135142E-05       -449.8827    
    45540.00         38       -1.620422          -0.1650000E-09       -451.7029    
    45540.00        105       -1.437418          -0.1409948E-09       -451.6757    
    45540.00        281       -23.15243          -0.4507247E-05       -451.5867    
    45540.00        433       -28.68121          -0.1966236E-05       -451.6557    
    45540.00        619       -40.57506          -0.2135142E-05       -451.6825    
    45720.00         38        8.995449          -0.1650000E-09       -453.5029    
    45720.00        105        8.685735          -0.1409948E-09       -453.4755    
    45720.00        281       -24.65625          -0.4507247E-05       -453.3853    
    45720.00        433       -37.95020          -0.1966236E-05       -453.4551    
    45720.00        619       -49.79081          -0.2135142E-05       -453.4822    
    45900.00         38       -1.571429          -0.1650000E-09       -455.3029    
    45900.00        105       -1.138292          -0.1409948E-09       -455.2751    
    45900.00        281       -22.90469          -0.4507247E-05       -455.1839    
    45900.00        433       -28.77348          -0.1966236E-05       -455.2547    
    45900.00        619       -41.30392          -0.2135142E-05       -455.2820    
    46080.00         38        8.946546          -0.1650000E-09       -457.1029    
    46080.00        105        8.390504          -0.1409948E-09       -457.0749    
    46080.00        281       -25.31009          -0.4507247E-05       -456.9825    
    46080.00        433       -38.39855          -0.1966236E-05       -457.0542    
    46080.00        619       -49.79800          -0.2135142E-05       -457.0817    
    46260.00         38       -1.522623          -0.1650000E-09       -458.9030    
    46260.00        105      -0.8469410          -0.1409948E-09       -458.8746    
    46260.00        281       -22.70869          -0.4507247E-05       -458.7810    
    46260.00        433       -28.94535          -0.1966236E-05       -458.8536    
    46260.00        619       -42.09755          -0.2135142E-05       -458.8814    
    46440.00         38        8.897831          -0.1650000E-09       -460.7030    
    46440.00        105        8.102983          -0.1409948E-09       -460.6743    
    46440.00        281       -25.91376          -0.4507247E-05       -460.5796    
    46440.00        433       -38.77182          -0.1966236E-05       -460.6532    
    46440.00        619       -49.74872          -0.2135142E-05       -460.6813    
    46620.00         38       -1.474006          -0.1650000E-09       -462.5030    
    46620.00        105      -0.5632333          -0.1409948E-09       -462.4741    
    46620.00        281       -22.56129          -0.4507247E-05       -462.3781    
    46620.00        433       -29.18793          -0.1966236E-05       -462.4527    
    46620.00        619       -42.93982          -0.2135142E-05       -462.4811    
    46800.00         38        8.849305          -0.1650000E-09       -464.3030    
    46800.00        105        7.823038          -0.1409948E-09       -464.2738    
    46800.00        281       -26.47034          -0.4507247E-05       -464.1766    
    46800.00        433       -39.07856          -0.1966236E-05       -464.2521    
    46800.00        619       -49.65813          -0.2135142E-05       -464.2808    
    46980.00         38       -1.425578          -0.1650000E-09       -466.1030    
    46980.00        105      -0.2870370          -0.1409948E-09       -466.0736    
    46980.00        281       -22.45949          -0.4507247E-05       -465.9751    
    46980.00        433       -29.49298          -0.1966236E-05       -466.0515    
    46980.00        619       -43.81650          -0.2135142E-05       -466.0806    
    47160.00         38        8.800968          -0.1650000E-09       -467.9031    
    47160.00        105        7.550539          -0.1409948E-09       -467.8734    
    47160.00        281       -26.98276          -0.4507247E-05       -467.7736    
    47160.00        433       -39.32672          -0.1966236E-05       -467.8510    
    47160.00        619       -49.53957          -0.2135142E-05       -467.8803    
    47340.00         38       -1.377339          -0.1650000E-09       -469.7031    
    47340.00        105      -0.1822196E-01      -0.1409948E-09       -469.6731    
    47340.00        281       -22.40041          -0.4507247E-05       -469.5720    
    47340.00        433       -29.85285          -0.1966236E-05       -469.6505    
    47340.00        619       -44.71512          -0.2135142E-05       -469.6801    
    47520.00         38        8.752820          -0.1650000E-09       -471.5031    
    47520.00        105        7.285358          -0.1409948E-09       -471.4728    
    47520.00        281       -27.45385          -0.4507247E-05       -471.3704    
    47520.00        433       -39.52365          -0.1966236E-05       -471.4499    
    47520.00        619       -49.40467          -0.2135142E-05       -471.4798    
    47700.00         38       -1.329289          -0.1650000E-09       -473.3031    
    47700.00        105       0.2433400          -0.1409948E-09       -473.2725    
    47700.00        281       -22.38129          -0.4507247E-05       -473.1689    
    47700.00        433       -30.26046          -0.1966236E-05       -473.2494    
    47700.00        619       -45.62480          -0.2135142E-05       -473.2795    
    47880.00         38        8.704861          -0.1650000E-09       -475.1031    
    47880.00        105        7.027366          -0.1409948E-09       -475.0722    
    47880.00        281       -27.88629          -0.4507247E-05       -474.9673    
    47880.00        433       -39.67616          -0.1966236E-05       -475.0488    
    47880.00        619       -49.26358          -0.2135142E-05       -475.0793    
    48060.00         38       -1.281429          -0.1650000E-09       -476.9032    
    48060.00        105       0.4977754          -0.1409948E-09       -476.8719    
    48060.00        281       -22.39951          -0.4507247E-05       -476.7657    
    48060.00        433       -30.70929          -0.1966236E-05       -476.8482    
    48060.00        619       -46.53615          -0.2135142E-05       -476.8791    
    48240.00         38        8.657093          -0.1650000E-09       -478.7031    
    48240.00        105        6.776438          -0.1409948E-09       -478.6717    
    48240.00        281       -28.28265          -0.4507247E-05       -478.5641    
    48240.00        433       -39.79051          -0.1966236E-05       -478.6476    
    48240.00        619       -49.12500          -0.2135142E-05       -478.6788    
    48420.00         38       -1.233760          -0.1650000E-09       -480.5030    
    48420.00        105       0.7452093          -0.1409948E-09       -480.4713    
    48420.00        281       -22.45255          -0.4507247E-05       -480.3624    
    48420.00        433       -31.19331          -0.1966236E-05       -480.4471    
    48420.00        619       -47.44108          -0.2135142E-05       -480.4786    
    48600.00         38        8.609516          -0.1650000E-09       -482.3029    
    48600.00        105        6.532449          -0.1409948E-09       -482.2710    
    48600.00        281       -28.64539          -0.4507247E-05       -482.1607    
    48600.00        433       -39.87248          -0.1966236E-05       -482.2465    
    48600.00        619       -48.99640          -0.2135142E-05       -482.2783    
    48780.00         38       -1.186282          -0.1650000E-09       -484.1029    
    48780.00        105       0.9857650          -0.1409948E-09       -484.0707    
    48780.00        281       -22.53802          -0.4507247E-05       -483.9590    
    48780.00        433       -31.70698          -0.1966236E-05       -484.0459    
    48780.00        619       -48.33273          -0.2135142E-05       -484.0780    
    48960.00         38        8.562130          -0.1650000E-09       -485.9028    
    48960.00        105        6.295278          -0.1409948E-09       -485.8703    
    48960.00        281       -28.97684          -0.4507247E-05       -485.7573    
    48960.00        433       -39.92738          -0.1966236E-05       -485.8453    
    48960.00        619       -48.88407          -0.2135142E-05       -485.8776    
    49140.00         38       -1.138995          -0.1650000E-09       -487.7027    
    49140.00        105        1.219564          -0.1409948E-09       -487.6700    
    49140.00        281       -22.65362          -0.4507247E-05       -487.5555    
    49140.00        433       -32.24523          -0.1966236E-05       -487.6447    
    49140.00        619       -49.20534          -0.2135142E-05       -487.6774    
    49320.00         38        8.514935          -0.1650000E-09       -489.5027    
    49320.00        105        6.064803          -0.1409948E-09       -489.4696    
    49320.00        281       -29.27926          -0.4507247E-05       -489.3539    
    49320.00        433       -39.96008          -0.1966236E-05       -489.4442    
    49320.00        619       -48.79326          -0.2135142E-05       -489.4771    
    49500.00         38       -1.091899          -0.1650000E-09       -491.3026    
    49500.00        105        1.446727          -0.1409948E-09       -491.2693    
    49500.00        281       -22.79718          -0.4507247E-05       -491.1522    
    49500.00        433       -32.80337          -0.1966236E-05       -491.2434    
    49500.00        619       -50.05415          -0.2135142E-05       -491.2767    
    49680.00         38        8.467931          -0.1650000E-09       -493.1025    
    49680.00        105        5.840904          -0.1409948E-09       -493.0691    
    49680.00        281       -29.55476          -0.4507247E-05       -492.9505    
    49680.00        433       -39.97505          -0.1966236E-05       -493.0428    
    49680.00        619       -48.72828          -0.2135142E-05       -493.0765    
    49860.00         38       -1.044995          -0.1650000E-09       -494.9024    
    49860.00        105        1.667373          -0.1409948E-09       -494.8688    
    49860.00        281       -22.96660          -0.4507247E-05       -494.7487    
    49860.00        433       -33.37717          -0.1966236E-05       -494.8421    
    49860.00        619       -50.87529          -0.2135142E-05       -494.8762    
    50040.00         38        8.421120          -0.1650000E-09       -496.7024    
    50040.00        105        5.623465          -0.1409948E-09       -496.6685    
    50040.00        281       -29.80539          -0.4507247E-05       -496.5469    
    50040.00        433       -39.97633          -0.1966236E-05       -496.6415    
    50040.00        619       -48.69258          -0.2135142E-05       -496.6758    
    50220.00         38      -0.9982833          -0.1650000E-09       -498.5023    
    50220.00        105        1.881618          -0.1409948E-09       -498.4682    
    50220.00        281       -23.15991          -0.4507247E-05       -498.3451    
    50220.00        433       -33.96273          -0.1966236E-05       -498.4409    
    50220.00        619       -51.66570          -0.2135142E-05       -498.4755    
    50400.00         38        8.374501          -0.1650000E-09       -500.3022    
    50400.00        105        5.412368          -0.1409948E-09       -500.2679    
    50400.00        281       -30.03307          -0.4507247E-05       -500.1432    
    50400.00        433       -39.96765          -0.1966236E-05       -500.2404    
    50400.00        619       -48.68886          -0.2135142E-05       -500.2752    
    50580.00         38      -0.9517643          -0.1650000E-09       -502.1022    
    50580.00        105        2.089577          -0.1409948E-09       -502.0676    
    50580.00        281       -23.37522          -0.4507247E-05       -501.9413    
    50580.00        433       -34.55652          -0.1966236E-05       -502.0397    
    50580.00        619       -52.42305          -0.2135142E-05       -502.0749    
    50760.00         38        8.328075          -0.1650000E-09       -503.9021    
    50760.00        105        5.207499          -0.1409948E-09       -503.8673    
    50760.00        281       -30.23966          -0.4507247E-05       -503.7395    
    50760.00        433       -39.95235          -0.1966236E-05       -503.8391    
    50760.00        619       -48.71910          -0.2135142E-05       -503.8745    
    50940.00         38      -0.9054380          -0.1650000E-09       -505.7021    
    50940.00        105        2.291366          -0.1409948E-09       -505.6669    
    50940.00        281       -23.61074          -0.4507247E-05       -505.5377    
    50940.00        433       -35.15536          -0.1966236E-05       -505.6383    
    50940.00        619       -53.14564          -0.2135142E-05       -505.6743    
    51120.00         38        8.281842          -0.1650000E-09       -507.5020    
    51120.00        105        5.008744          -0.1409948E-09       -507.4666    
    51120.00        281       -30.42689          -0.4507247E-05       -507.3359    
    51120.00        433       -39.93348          -0.1966236E-05       -507.4377    
    51120.00        619       -48.78470          -0.2135142E-05       -507.4739    
    51300.00         38      -0.8593050          -0.1650000E-09       -509.3019    
    51300.00        105        2.487096          -0.1409948E-09       -509.2662    
    51300.00        281       -23.86474          -0.4507247E-05       -509.1340    
    51300.00        433       -35.75636          -0.1966236E-05       -509.2370    
    51300.00        619       -53.83236          -0.2135142E-05       -509.2736    
    51480.00         38        8.235802          -0.1650000E-09       -511.1018    
    51480.00        105        4.815993          -0.1409948E-09       -511.0659    
    51480.00        281       -30.59643          -0.4507247E-05       -510.9322    
    51480.00        433       -39.91377          -0.1966236E-05       -511.0364    
    51480.00        619       -48.88652          -0.2135142E-05       -511.0732    
    51660.00         38      -0.8133654          -0.1650000E-09       -512.9018    
    51660.00        105        2.676878          -0.1409948E-09       -512.8655    
    51660.00        281       -24.13562          -0.4507247E-05       -512.7302    
    51660.00        433       -36.35692          -0.1966236E-05       -512.8358    
    51660.00        619       -54.48262          -0.2135142E-05       -512.8729    
    51840.00         38        8.189955          -0.1650000E-09       -514.7017    
    51840.00        105        4.629134          -0.1409948E-09       -514.6652    
    51840.00        281       -30.74988          -0.4507247E-05       -514.5283    
    51840.00        433       -39.89567          -0.1966236E-05       -514.6352    
    51840.00        619       -49.02492          -0.2135142E-05       -514.6725    
    52020.00         38      -0.7676195          -0.1650000E-09       -516.5016    
    52020.00        105        2.860823          -0.1409948E-09       -516.4648    
    52020.00        281       -24.42183          -0.4507247E-05       -516.3262    
    52020.00        433       -36.95473          -0.1966236E-05       -516.4345    
    52020.00        619       -55.09626          -0.2135142E-05       -516.4722    
    52200.00         38        8.144303          -0.1650000E-09       -518.3016    
    52200.00        105        4.448059          -0.1409948E-09       -518.2645    
    52200.00        281       -30.88872          -0.4507247E-05       -518.1243    
    52200.00        433       -39.88138          -0.1966236E-05       -518.2338    
    52200.00        619       -49.19985          -0.2135142E-05       -518.2718    
    52380.00         38      -0.7220677          -0.1650000E-09       -520.1016    
    52380.00        105        3.039037          -0.1409948E-09       -520.0642    
    52380.00        281       -24.72191          -0.4507247E-05       -519.9224    
    52380.00        433       -37.54773          -0.1966236E-05       -520.0331    
    52380.00        619       -55.67351          -0.2135142E-05       -520.0715    
    52560.00         38        8.098845          -0.1650000E-09       -521.9015    
    52560.00        105        4.272661          -0.1409948E-09       -521.8639    
    52560.00        281       -31.01439          -0.4507247E-05       -521.7204    
    52560.00        433       -39.87283          -0.1966236E-05       -521.8325    
    52560.00        619       -49.41090          -0.2135142E-05       -521.8712    
    52740.00         38      -0.6767102          -0.1650000E-09       -523.7014    
    52740.00        105        3.211628          -0.1409948E-09       -523.6635    
    52740.00        281       -25.03447          -0.4507247E-05       -523.5184    
    52740.00        433       -38.13408          -0.1966236E-05       -523.6318    
    52740.00        619       -56.21497          -0.2135142E-05       -523.6707    
    52920.00         38        8.053581          -0.1650000E-09       -525.5014    
    52920.00        105        4.102833          -0.1409948E-09       -525.4632    
    52920.00        281       -31.12823          -0.4507247E-05       -525.3163    
    52920.00        433       -39.87174          -0.1966236E-05       -525.4312    
    52920.00        619       -49.65733          -0.2135142E-05       -525.4703    
    53100.00         38      -0.6315472          -0.1650000E-09       -527.3013    
    53100.00        105        3.378701          -0.1409948E-09       -527.2629    
    53100.00        281       -25.35819          -0.4507247E-05       -527.1142    
    53100.00        433       -38.71218          -0.1966236E-05       -527.2305    
    53100.00        619       -56.72151          -0.2135142E-05       -527.2700    
    53280.00         38        8.008512          -0.1650000E-09       -529.1012    
    53280.00        105        3.938472          -0.1409948E-09       -529.0626    
    53280.00        281       -31.23152          -0.4507247E-05       -528.9120    
    53280.00        433       -39.87960          -0.1966236E-05       -529.0299    
    53280.00        619       -49.93812          -0.2135142E-05       -529.0696    
    53460.00         38      -0.5865791          -0.1650000E-09       -530.9011    
    53460.00        105        3.540359          -0.1409948E-09       -530.8622    
    53460.00        281       -25.69184          -0.4507247E-05       -530.7098    
    53460.00        433       -39.28064          -0.1966236E-05       -530.8292    
    53460.00        619       -57.19425          -0.2135142E-05       -530.8693    
    53640.00         38        7.963638          -0.1650000E-09       -532.7009    
    53640.00        105        3.779474          -0.1409948E-09       -532.6619    
    53640.00        281       -31.32546          -0.4507247E-05       -532.5078    
    53640.00        433       -39.89772          -0.1966236E-05       -532.6285    
    53640.00        619       -50.25205          -0.2135142E-05       -532.6688    
    53820.00         38      -0.5418059          -0.1650000E-09       -534.5009    
    53820.00        105        3.696705          -0.1409948E-09       -534.4615    
    53820.00        281       -26.03424          -0.4507247E-05       -534.3057    
    53820.00        433       -39.83825          -0.1966236E-05       -534.4279    
    53820.00        619       -57.63454          -0.2135142E-05       -534.4684    
    54000.00         38        7.918959          -0.1650000E-09       -536.3008    
    54000.00        105        3.625737          -0.1409948E-09       -536.2610    
    54000.00        281       -31.41121          -0.4507247E-05       -536.1035    
    54000.00        433       -39.92721          -0.1966236E-05       -536.2272    
    54000.00        619       -50.59769          -0.2135142E-05       -536.2680    
    54180.00         38      -0.4972281          -0.1650000E-09       -538.1007    
    54180.00        105        3.847840          -0.1409948E-09       -538.0607    
    54180.00        281       -26.38428          -0.4507247E-05       -537.9014    
    54180.00        433       -40.38399          -0.1966236E-05       -538.0265    
    54180.00        619       -58.04388          -0.2135142E-05       -538.0676    
    54360.00         38        7.874475          -0.1650000E-09       -539.9006    
    54360.00        105        3.477161          -0.1409948E-09       -539.8604    
    54360.00        281       -31.48984          -0.4507247E-05       -539.6992    
    54360.00        433       -39.96902          -0.1966236E-05       -539.8258    
    54360.00        619       -50.97343          -0.2135142E-05       -539.8672    
    54540.00         38      -0.4528457          -0.1650000E-09       -541.7006    
    54540.00        105        3.993863          -0.1409948E-09       -541.6600    
    54540.00        281       -26.74091          -0.4507247E-05       -541.4969    
    54540.00        433       -40.91698          -0.1966236E-05       -541.6251    
    54540.00        619       -58.42394          -0.2135142E-05       -541.6668    
    54720.00         38        7.830187          -0.1650000E-09       -543.5005    
    54720.00        105        3.333647          -0.1409948E-09       -543.4597    
    54720.00        281       -31.56236          -0.4507247E-05       -543.2947    
    54720.00        433       -40.02393          -0.1966236E-05       -543.4243    
    54720.00        619       -51.37758          -0.2135142E-05       -543.4664    
    54900.00         38      -0.4086590          -0.1650000E-09       -545.3005    
    54900.00        105        4.134874          -0.1409948E-09       -545.2594    
    54900.00        281       -27.10315          -0.4507247E-05       -545.0924    
    54900.00        433       -41.43652          -0.1966236E-05       -545.2235    
    54900.00        619       -58.77649          -0.2135142E-05       -545.2661    
    55080.00         38        7.786094          -0.1650000E-09       -547.1004    
    55080.00        105        3.195098          -0.1409948E-09       -547.0590    
    55080.00        281       -31.62973          -0.4507247E-05       -546.8901    
    55080.00        433       -40.09257          -0.1966236E-05       -547.0227    
    55080.00        619       -51.80830          -0.2135142E-05       -547.0657    
    55260.00         38      -0.3646681          -0.1650000E-09       -548.9004    
    55260.00        105        4.270968          -0.1409948E-09       -548.8586    
    55260.00        281       -27.47007          -0.4507247E-05       -548.6878    
    55260.00        433       -41.94204          -0.1966236E-05       -548.8220    
    55260.00        619       -59.10337          -0.2135142E-05       -548.8652    
    55440.00         38        7.742198          -0.1650000E-09       -550.7003    
    55440.00        105        3.061417          -0.1409948E-09       -550.6583    
    55440.00        281       -31.69286          -0.4507247E-05       -550.4855    
    55440.00        433       -40.17545          -0.1966236E-05       -550.6213    
    55440.00        619       -52.26371          -0.2135142E-05       -550.6649    
    55620.00         38      -0.3208733          -0.1650000E-09       -552.5002    
    55620.00        105        4.402241          -0.1409948E-09       -552.4580    
    55620.00        281       -27.84078          -0.4507247E-05       -552.2833    
    55620.00        433       -42.43310          -0.1966236E-05       -552.4206    
    55620.00        619       -59.40652          -0.2135142E-05       -552.4644    
    55800.00         38        7.698498          -0.1650000E-09       -554.3002    
    55800.00        105        2.932510          -0.1409948E-09       -554.2577    
    55800.00        281       -31.75259          -0.4507247E-05       -554.0809    
    55800.00        433       -40.27296          -0.1966236E-05       -554.2198    
    55800.00        619       -52.74187          -0.2135142E-05       -554.2640    
    55980.00         38      -0.2772748          -0.1650000E-09       -556.1001    
    55980.00        105        4.528788          -0.1409948E-09       -556.0573    
    55980.00        281       -28.21448          -0.4507247E-05       -555.8786    
    55980.00        433       -42.90939          -0.1966236E-05       -556.0191    
    55980.00        619       -59.68789          -0.2135142E-05       -556.0637    
    56160.00         38        7.654994          -0.1650000E-09       -557.9000    
    56160.00        105        2.808283          -0.1409948E-09       -557.8568    
    56160.00        281       -31.80972          -0.4507247E-05       -557.6761    
    56160.00        433       -40.38535          -0.1966236E-05       -557.8183    
    56160.00        619       -53.24080          -0.2135142E-05       -557.8633    
    56340.00         38      -0.2338727          -0.1650000E-09       -559.7000    
    56340.00        105        4.650701          -0.1409948E-09       -559.6564    
    56340.00        281       -28.59039          -0.4507247E-05       -559.4737    
    56340.00        433       -43.37068          -0.1966236E-05       -559.6176    
    56340.00        619       -59.94946          -0.2135142E-05       -559.6629    
    56520.00         38        7.611687          -0.1650000E-09       -561.4998    
    56520.00        105        2.688642          -0.1409948E-09       -561.4559    
    56520.00        281       -31.86498          -0.4507247E-05       -561.2712    
    56520.00        433       -40.51278          -0.1966236E-05       -561.4168    
    56520.00        619       -53.75853          -0.2135142E-05       -561.4624    
    56700.00         38      -0.1906671          -0.1650000E-09       -563.2997    
    56700.00        105        4.768073          -0.1409948E-09       -563.2555    
    56700.00        281       -28.96779          -0.4507247E-05       -563.0689    
    56700.00        433       -43.81688          -0.1966236E-05       -563.2161    
    56700.00        619       -60.19321          -0.2135142E-05       -563.2620    
    56880.00         38        7.568576          -0.1650000E-09       -565.0995    
    56880.00        105        2.573499          -0.1409948E-09       -565.0551    
    56880.00        281       -31.91909          -0.4507247E-05       -564.8665    
    56880.00        433       -40.65532          -0.1966236E-05       -565.0153    
    56880.00        619       -54.29307          -0.2135142E-05       -565.0616    
    57060.00         38      -0.1476583          -0.1650000E-09       -566.8995    
    57060.00        105        4.880993          -0.1409948E-09       -566.8547    
    57060.00        281       -29.34601          -0.4507247E-05       -566.6640    
    57060.00        433       -44.24795          -0.1966236E-05       -566.8145    
    57060.00        619       -60.42112          -0.2135142E-05       -566.8611    
    57240.00         38        7.525662          -0.1650000E-09       -568.6993    
    57240.00        105        2.462762          -0.1409948E-09       -568.6542    
    57240.00        281       -31.97268          -0.4507247E-05       -568.4615    
    57240.00        433       -40.81294          -0.1966236E-05       -568.6136    
    57240.00        619       -54.84246          -0.2135142E-05       -568.6606    
    57420.00         38      -0.1048463          -0.1650000E-09       -570.4993    
    57420.00        105        4.989551          -0.1409948E-09       -570.4538    
    57420.00        281       -29.72442          -0.4507247E-05       -570.2590    
    57420.00        433       -44.66396          -0.1966236E-05       -570.4128    
    57420.00        619       -60.63512          -0.2135142E-05       -570.4602    
    57600.00         38        7.482945          -0.1650000E-09       -572.2992    
    57600.00        105        2.356343          -0.1409948E-09       -572.2534    
    57600.00        281       -32.02637          -0.4507247E-05       -572.0564    
    57600.00        433       -40.98555          -0.1966236E-05       -572.2120    
    57600.00        619       -55.40478          -0.2135142E-05       -572.2598    
    57780.00         38      -0.6223129E-01      -0.1650000E-09       -574.0991    
    57780.00        105        5.093834          -0.1409948E-09       -574.0530    
    57780.00        281       -30.10244          -0.4507247E-05       -573.8538    
    57780.00        433       -45.06505          -0.1966236E-05       -574.0113    
    57780.00        619       -60.83714          -0.2135142E-05       -574.0593    
    57960.00         38        7.440425          -0.1650000E-09       -575.8990    
    57960.00        105        2.254155          -0.1409948E-09       -575.8526    
    57960.00        281       -32.08072          -0.4507247E-05       -575.6512    
    57960.00        433       -41.17297          -0.1966236E-05       -575.8105    
    57960.00        619       -55.97814          -0.2135142E-05       -575.8588    
    58140.00         38      -0.1981340E-01      -0.1650000E-09       -577.6989    
    58140.00        105        5.193931          -0.1409948E-09       -577.6523    
    58140.00        281       -30.47951          -0.4507247E-05       -577.4485    
    58140.00        433       -45.45142          -0.1966236E-05       -577.6097    
    58140.00        619       -61.02902          -0.2135142E-05       -577.6584    
    58320.00         38        7.398102          -0.1650000E-09       -579.4988    
    58320.00        105        2.156112          -0.1409948E-09       -579.4519    
    58320.00        281       -32.13625          -0.4507247E-05       -579.2460    
    58320.00        433       -41.37496          -0.1966236E-05       -579.4089    
    58320.00        619       -56.56070          -0.2135142E-05       -579.4579    
    58500.00         38       0.2240726E-01      -0.1650000E-09       -581.2988    
    58500.00        105        5.289924          -0.1409948E-09       -581.2516    
    58500.00        281       -30.85514          -0.4507247E-05       -581.0433    
    58500.00        433       -45.82334          -0.1966236E-05       -581.2081    
    58500.00        619       -61.21257          -0.2135142E-05       -581.2574    
    58680.00         38        7.355977          -0.1650000E-09       -583.0987    
    58680.00        105        2.062128          -0.1409948E-09       -583.0511    
    58680.00        281       -32.19345          -0.4507247E-05       -582.8407    
    58680.00        433       -41.59124          -0.1966236E-05       -583.0073    
    58680.00        619       -57.15070          -0.2135142E-05       -583.0569    
    58860.00         38       0.6443059E-01      -0.1650000E-09       -584.8986    
    58860.00        105        5.381901          -0.1409948E-09       -584.8506    
    58860.00        281       -31.22886          -0.4507247E-05       -584.6381    
    58860.00        433       -46.18114          -0.1966236E-05       -584.8063    
    58860.00        619       -61.38953          -0.2135142E-05       -584.8565    
    59040.00         38        7.314049          -0.1650000E-09       -586.6985    
    59040.00        105        1.972121          -0.1409948E-09       -586.6501    
    59040.00        281       -32.25276          -0.4507247E-05       -586.4353    
    59040.00        433       -41.82145          -0.1966236E-05       -586.6054    
    59040.00        619       -57.74643          -0.2135142E-05       -586.6559    
    59220.00         38       0.1062565          -0.1650000E-09       -588.4985    
    59220.00        105        5.469942          -0.1409948E-09       -588.4496    
    59220.00        281       -31.60023          -0.4507247E-05       -588.2326    
    59220.00        433       -46.52517          -0.1966236E-05       -588.4046    
    59220.00        619       -61.56156          -0.2135142E-05       -588.4555    
    59400.00         38        7.272318          -0.1650000E-09       -590.2985    
    59400.00        105        1.886007          -0.1409948E-09       -590.2492    
    59400.00        281       -32.31461          -0.4507247E-05       -590.0298    
    59400.00        433       -42.06522          -0.1966236E-05       -590.2038    
    59400.00        619       -58.34625          -0.2135142E-05       -590.2551    
    59580.00         38       0.1478849          -0.1650000E-09       -592.0984    
    59580.00        105        5.554130          -0.1409948E-09       -592.0488    
    59580.00        281       -31.96888          -0.4507247E-05       -591.8271    
    59580.00        433       -46.85585          -0.1966236E-05       -592.0029    
    59580.00        619       -61.73028          -0.2135142E-05       -592.0546    
    59760.00         38        7.230785          -0.1650000E-09       -593.8984    
    59760.00        105        1.803706          -0.1409948E-09       -593.8484    
    59760.00        281       -32.37936          -0.4507247E-05       -593.6243    
    59760.00        433       -42.32210          -0.1966236E-05       -593.8021    
    59760.00        619       -58.94862          -0.2135142E-05       -593.8540    
    59940.00         38       0.1893157          -0.1650000E-09       -595.6982    
    59940.00        105        5.634546          -0.1409948E-09       -595.6479    
    59940.00        281       -32.33442          -0.4507247E-05       -595.4214    
    59940.00        433       -47.17363          -0.1966236E-05       -595.6012    
